HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs	Gene Family Tag	Gene family description	Gene family ID
31550	MIR181B1	microRNA 181b-1	Approved	MIRN181B1	hsa-mir-181b-1	1q32.1		NR_029612	MIR	MicroRNAs	476
31551	MIR181B2	microRNA 181b-2	Approved	MIRN181B2	hsa-mir-181b-2	9q33.3		NR_029782	MIR	MicroRNAs	476
31552	MIR181C	microRNA 181c	Approved	MIRN181C	hsa-mir-181c	19p13.12		NR_029613	MIR	MicroRNAs	476
32089	MIR181D	microRNA 181d	Approved	MIRN181D	hsa-mir-181d	19p13.12		NR_030179	MIR	MicroRNAs	476
31553	MIR182	microRNA 182	Approved	MIRN182	hsa-mir-182	7q32.2		NR_029614	MIR	MicroRNAs	476
35389	MIR1825	microRNA 1825	Approved	MIRN1825	hsa-mir-1825	20q11.21		NR_031726	MIR	MicroRNAs	476
35391	MIR1827	microRNA 1827	Approved	MIRN1827	hsa-mir-1827	12q23.1		NR_031728	MIR	MicroRNAs	476
31554	MIR183	microRNA 183	Approved	MIRN183	hsa-mir-183	7q32.2		NR_029615	MIR	MicroRNAs	476
31555	MIR184	microRNA 184	Approved	MIRN184	hsa-mir-184	15q25.1		NR_029705	MIR	MicroRNAs	476
31556	MIR185	microRNA 185	Approved	MIRN185	hsa-mir-185	22q11.21		NR_029706	MIR	MicroRNAs	476
31557	MIR186	microRNA 186	Approved	MIRN186	hsa-mir-186	1p31.1		NR_029707	MIR	MicroRNAs	476
31558	MIR187	microRNA 187	Approved	MIRN187	hsa-mir-187	18q12.2		NR_029616	MIR	MicroRNAs	476
31559	MIR188	microRNA 188	Approved	MIRN188	hsa-mir-188	Xp11.23		NR_029708	MIR	MicroRNAs	476
31548	MIR18A	microRNA 18a	Approved	MIRN18, MIRN18A	hsa-mir-18, hsa-mir-18a	13q31.3		NR_029488	MIR	MicroRNAs	476
32025	MIR18B	microRNA 18b	Approved	MIRN18B	hsa-mir-18b	Xq26.2		NR_029949	MIR	MicroRNAs	476
35392	MIR1908	microRNA 1908	Approved	MIRN1908	hsa-mir-1908	11q12.2		NR_031729	MIR	MicroRNAs	476
35393	MIR1909	microRNA 1909	Approved	MIRN1909	hsa-mir-1909	19p13.3		NR_031730	MIR	MicroRNAs	476
31560	MIR190A	microRNA 190a	Approved	MIRN190, MIR190	hsa-mir-190	15q22.2		NR_029709	MIR	MicroRNAs	476
33656	MIR190B	microRNA 190b	Approved	MIRN190B	hsa-mir-190b	1q21.3		NR_030600	MIR	MicroRNAs	476
31561	MIR191	microRNA 191	Approved	MIRN191	hsa-mir-191	3p21.31		NR_029690	MIR	MicroRNAs	476
35394	MIR1910	microRNA 1910	Approved	MIRN1910	hsa-mir-1910	16q24.1		NR_031731	MIR	MicroRNAs	476
35395	MIR1911	microRNA 1911	Approved	MIRN1911	hsa-mir-1911	Xq23		NR_031732	MIR	MicroRNAs	476
35396	MIR1912	microRNA 1912	Approved	MIRN1912	hsa-mir-1912	Xq23		NR_031733	MIR	MicroRNAs	476
35397	MIR1913	microRNA 1913	Approved	MIRN1913	hsa-mir-1913	6q27		NR_031734	MIR	MicroRNAs	476
35398	MIR1914	microRNA 1914	Approved	MIRN1914	hsa-mir-1914	20q13.33		NR_031735	MIR	MicroRNAs	476
35399	MIR1915	microRNA 1915	Approved	MIRN1915	hsa-mir-1915	10p12.31		NR_031736	MIR	MicroRNAs	476
31562	MIR192	microRNA 192	Approved	MIRN192	hsa-mir-192	11q13.1		NR_029578	MIR	MicroRNAs	476
31563	MIR193A	microRNA 193a	Approved	MIRN193, MIRN193A	hsa-mir-193, hsa-mir-193a	17q11.2		NR_029710	MIR	MicroRNAs	476
32087	MIR193B	microRNA 193b	Approved	MIRN193B	hsa-mir-193b	16p13.12		NR_030177	MIR	MicroRNAs	476
31564	MIR194-1	microRNA 194-1	Approved	MIRN194-1	hsa-mir-194-1	1q41		NR_029711	MIR	MicroRNAs	476
31565	MIR194-2	microRNA 194-2	Approved	MIRN194-2	hsa-mir-194-2	11q13.1		NR_029829	MIR	MicroRNAs	476
31566	MIR195	microRNA 195	Approved	MIRN195	hsa-mir-195	17p13.1		NR_029712	MIR	MicroRNAs	476
31567	MIR196A1	microRNA 196a-1	Approved	MIRN196-1, MIRN196A1	hsa-mir-196-1, hsa-mir-196a-1	17q21.32		NR_029582	MIR	MicroRNAs	476
31568	MIR196A2	microRNA 196a-2	Approved	MIRN196-2, MIRN196A2	hsa-mir-196-2, hsa-mir-196a-2	12q13.13		NR_029617	MIR	MicroRNAs	476
31790	MIR196B	microRNA 196b	Approved	MIRN196B	hsa-mir-196b	7p15.2		NR_029911	MIR	MicroRNAs	476
31569	MIR197	microRNA 197	Approved	MIRN197	hsa-mir-197	1p13.3		NR_029583	MIR	MicroRNAs	476
37060	MIR1972-1	microRNA 1972-1	Approved	MIR1972	hsa-mir-1972	15q21.3		NR_036054	MIR	MicroRNAs	476
38252	MIR1972-2	microRNA 1972-2	Approved		hsa-mir-1972-2	16q22.1		NR_036265	MIR	MicroRNAs	476
37061	MIR1973	microRNA 1973	Approved		hsa-mir-1973	4q26		NR_031737	MIR	MicroRNAs	476
37064	MIR1976	microRNA 1976	Approved		hsa-mir-1976	1p36.11		NR_031740	MIR	MicroRNAs	476
31570	MIR198	microRNA 198	Approved	MIRN198	hsa-mir-198	3q13.33		NR_029584	MIR	MicroRNAs	476
31571	MIR199A1	microRNA 199a-1	Approved	MIRN199A1	hsa-mir-199a-1	19p13.2		NR_029586	MIR	MicroRNAs	476
31572	MIR199A2	microRNA 199a-2	Approved	MIRN199A2	hsa-mir-199a-2	1q24.3		NR_029618	MIR	MicroRNAs	476
31573	MIR199B	microRNA 199b	Approved	MIRN199B	hsa-mir-199b	9q34.11		NR_029619	MIR	MicroRNAs	476
31574	MIR19A	microRNA 19a	Approved	MIRN19A	hsa-mir-19a	13q31.3		NR_029489	MIR	MicroRNAs	476
31575	MIR19B1	microRNA 19b-1	Approved	MIRN19B1	hsa-mir-19b-1	13q31.3		NR_029490	MIR	MicroRNAs	476
31576	MIR19B2	microRNA 19b-2	Approved	MIRN19B2	hsa-mir-19b-2	Xq26.2		NR_029491	MIR	MicroRNAs	476
31578	MIR200A	microRNA 200a	Approved	MIRN200A	hsa-mir-200a	1p36.33		NR_029834	MIR	MicroRNAs	476
31579	MIR200B	microRNA 200b	Approved	MIRN200B	hsa-mir-200b	1p36.33		NR_029639	MIR	MicroRNAs	476
31580	MIR200C	microRNA 200c	Approved	MIRN200C	hsa-mir-200c	12p13.31		NR_029779	MIR	MicroRNAs	476
32080	MIR202	microRNA 202	Approved	MIRN202	hsa-mir-202	10q26.3		NR_030170	MIR	MicroRNAs	476
31581	MIR203A	microRNA 203a	Approved	MIRN203, MIR203	hsa-mir-203	14q32.33		NR_029620	MIR	MicroRNAs	476
41811	MIR203B	microRNA 203b	Approved	MIR3545	hsa-mir-3545	14q32.33		NR_039859	MIR	MicroRNAs	476
31582	MIR204	microRNA 204	Approved	MIRN204	hsa-mir-204	9q21.12		NR_029621	MIR	MicroRNAs	476
31583	MIR205	microRNA 205	Approved	MIRN205	hsa-mir-205	1q32.2		NR_029622	MIR	MicroRNAs	476
37068	MIR2052	microRNA 2052	Approved		hsa-mir-2052	8q21.13		NR_031744	MIR	MicroRNAs	476
37069	MIR2053	microRNA 2053	Approved		hsa-mir-2053	8q23.3		NR_031745	MIR	MicroRNAs	476
37070	MIR2054	microRNA 2054	Approved		hsa-mir-2054	4q28.1		NR_031746	MIR	MicroRNAs	476
31584	MIR206	microRNA 206	Approved	MIRN206	hsa-mir-206	6p12.2		NR_029713	MIR	MicroRNAs	476
31585	MIR208A	microRNA 208a	Approved	MIRN208, MIRN208A	hsa-mir-208, hsa-mir-208a	14q11.2		NR_029595	MIR	MicroRNAs	476
33669	MIR208B	microRNA 208b	Approved	MIRN208B	hsa-mir-208b	14q11.2		NR_030624	MIR	MicroRNAs	476
31577	MIR20A	microRNA 20a	Approved	MIRN20, MIRN20A	hsa-mir-20, hsa-mir-20a	13q31.3		NR_029492	MIR	MicroRNAs	476
32024	MIR20B	microRNA 20b	Approved	MIRN20B	hsa-mir-20b	Xq26.2		NR_029950	MIR	MicroRNAs	476
31586	MIR21	microRNA 21	Approved	MIRN21	hsa-mir-21, MIR-21	17q23.1		NR_029493	MIR	MicroRNAs	476
31587	MIR210	microRNA 210	Approved	MIRN210	hsa-mir-210	11p15.5		NR_029623	MIR	MicroRNAs	476
31588	MIR211	microRNA 211	Approved	MIRN211	hsa-mir-211	15q13.3		NR_029624	MIR	MicroRNAs	476
37071	MIR2110	microRNA 2110	Approved		hsa-mir-2110	10q25.3		NR_031747	MIR	MicroRNAs	476
37058	MIR2113	microRNA 2113	Approved		hsa-mir-2113	6q16.1		NR_031579	MIR	MicroRNAs	476
37308	MIR2114	microRNA 2114	Approved		hsa-mir-2114	Xq28		NR_031748	MIR	MicroRNAs	476
37309	MIR2115	microRNA 2115	Approved		hsa-mir-2115	3p21.31		NR_031749	MIR	MicroRNAs	476
37310	MIR2116	microRNA 2116	Approved		hsa-mir-2116	15q22.2		NR_031750	MIR	MicroRNAs	476
37311	MIR2117	microRNA 2117	Approved		hsa-mir-2117	17q21.31		NR_031751	MIR	MicroRNAs	476
31589	MIR212	microRNA 212	Approved	MIRN212	hsa-mir-212	17p13.3		NR_029625	MIR	MicroRNAs	476
31591	MIR214	microRNA 214	Approved	MIRN214	hsa-mir-214	1q24.3		NR_029627	MIR	MicroRNAs	476
31592	MIR215	microRNA 215	Approved	MIRN215	hsa-mir-215	1q41		NR_029628	MIR	MicroRNAs	476
31593	MIR216A	microRNA 216a	Approved	MIRN216, MIRN216A	hsa-mir-216, hsa-mir-216a	2p16.1		NR_029629	MIR	MicroRNAs	476
33668	MIR216B	microRNA 216b	Approved	MIRN216B	hsa-mir-216b	2p16.1		NR_030623	MIR	MicroRNAs	476
31594	MIR217	microRNA 217	Approved	MIRN217	hsa-mir-217, miR-217	2p16.1		NR_029630	MIR	MicroRNAs	476
31595	MIR218-1	microRNA 218-1	Approved	MIRN218-1	hsa-mir-218-1	4p15.31		NR_029631	MIR	MicroRNAs	476
31596	MIR218-2	microRNA 218-2	Approved	MIRN218-2	hsa-mir-218-2	5q34		NR_029632	MIR	MicroRNAs	476
31597	MIR219A1	microRNA 219a-1	Approved	MIRN219-1, MIR219-1	hsa-mir-219-1	6p21.32		NR_029633	MIR	MicroRNAs	476
31598	MIR219A2	microRNA 219a-2	Approved	MIRN219-2, MIR219-2	hsa-mir-219-2	9q34.11		NR_029837	MIR	MicroRNAs	476
41823	MIR219B	microRNA 219b	Approved	MIR2964A	hsa-mir-2964a	9q34.11		NR_039815	MIR	MicroRNAs	476
31599	MIR22	microRNA 22	Approved	MIRN22	hsa-mir-22	17p13.3		NR_029494	MIR	MicroRNAs	476
31601	MIR221	microRNA 221	Approved	MIRN221	hsa-mir-221	Xp11.3		NR_029635	MIR	MicroRNAs	476
31602	MIR222	microRNA 222	Approved	MIRN222	hsa-mir-222	Xp11.3		NR_029636	MIR	MicroRNAs	476
31603	MIR223	microRNA 223	Approved	MIRN223	hsa-mir-223	Xq12		NR_029637	MIR	MicroRNAs	476
31604	MIR224	microRNA 224	Approved	MIRN224	hsa-mir-224	Xq28		NR_029638	MIR	MicroRNAs	476
37313	MIR2276	microRNA 2276	Approved		hsa-mir-2276	13q12.12		NR_031753	MIR	MicroRNAs	476
37314	MIR2277	microRNA 2277	Approved		hsa-mir-2277	5q15		NR_031754	MIR	MicroRNAs	476
37315	MIR2278	microRNA 2278	Approved		hsa-mir-2278	9q22.32		NR_031755	MIR	MicroRNAs	476
38328	MIR2355	microRNA 2355	Approved		hsa-mir-2355	2q33.3		NR_036227	MIR	MicroRNAs	476
41843	MIR2392	microRNA 2392	Approved		hsa-mir-2392	14q32.2		NR_039729	MIR	MicroRNAs	476
31605	MIR23A	microRNA 23a	Approved	MIRN23A	hsa-mir-23a	19p13.12		NR_029495	MIR	MicroRNAs	476
31606	MIR23B	microRNA 23b	Approved	MIRN23B	hsa-mir-23b	9q22.32		NR_029664	MIR	MicroRNAs	476
38913	MIR23C	microRNA 23c	Approved		hsa-mir-23c	Xp22.12		NR_037414	MIR	MicroRNAs	476
31607	MIR24-1	microRNA 24-1	Approved	MIRN24-1	hsa-mir-24-1	9q22.32		NR_029496	MIR	MicroRNAs	476
31608	MIR24-2	microRNA 24-2	Approved	MIRN24-2	hsa-mir-24-2	19p13.12		NR_029497	MIR	MicroRNAs	476
41881	MIR2467	microRNA 2467	Approved		hsa-mir-2467	2q37.3		NR_039948	MIR	MicroRNAs	476
31609	MIR25	microRNA 25	Approved	MIRN25	hsa-mir-25	7q22.1		NR_029498	MIR	MicroRNAs	476
41532	MIR2681	microRNA 2681	Approved		hsa-mir-2681	13q33.1		NR_039603	MIR	MicroRNAs	476
41688	MIR2682	microRNA 2682	Approved		hsa-mir-2682	1p21.3		NR_039604	MIR	MicroRNAs	476
31610	MIR26A1	microRNA 26a-1	Approved	MIRN26A1	hsa-mir-26a-1	3p22.2		NR_029499	MIR	MicroRNAs	476
31611	MIR26A2	microRNA 26a-2	Approved	MIRN26A2	hsa-mir-26a-2	12q14.1		NR_029847	MIR	MicroRNAs	476
31612	MIR26B	microRNA 26b	Approved	MIRN26B	hsa-mir-26b	2q35		NR_029500	MIR	MicroRNAs	476
31613	MIR27A	microRNA 27a	Approved	MIRN27A	hsa-mir-27a	19p13.12		NR_029501	MIR	MicroRNAs	476
31614	MIR27B	microRNA 27b	Approved	MIRN27B	hsa-mir-27b, MIR-27b	9q22.32		NR_029665	MIR	MicroRNAs	476
31615	MIR28	microRNA 28	Approved	MIRN28	hsa-mir-28	3q28		NR_029502	MIR	MicroRNAs	476
38221	MIR2861	microRNA 2861	Approved		hsa-mir-2861	9q34.11		NR_036055	MIR	MicroRNAs	476
38372	MIR2909	microRNA 2909	Approved		hsa-mir-2909	17q12		NR_036056	MIR	MicroRNAs	476
31617	MIR296	microRNA 296	Approved	MIRN296	hsa-mir-296	20q13.32		NR_029844	MIR	MicroRNAs	476
33691	MIR297	microRNA 297	Approved	MIRN297	hsa-mir-297	4q25		NR_030643	MIR	MicroRNAs	476
33634	MIR298	microRNA 298	Approved	MIRN298	hsa-mir-298	20q13.32		NR_030580	MIR	MicroRNAs	476
31618	MIR299	microRNA 299	Approved	MIRN299	hsa-mir-299	14q32.31		NR_029841	MIR	MicroRNAs	476
31616	MIR29A	microRNA 29a	Approved	MIRN29, MIRN29A	hsa-mir-29, hsa-mir-29a	7q32.3		NR_029503	MIR	MicroRNAs	476
31619	MIR29B1	microRNA 29b-1	Approved	MIRN29B1	hsa-mir-29b-1	7q32.3		NR_029517	MIR	MicroRNAs	476
31620	MIR29B2	microRNA 29b-2	Approved	MIRN29B2	hsa-mir-29b-2	1q32.2		NR_029518	MIR	MicroRNAs	476
31621	MIR29C	microRNA 29c	Approved	MIRN29C	hsa-mir-29c	1q32.2		NR_029832	MIR	MicroRNAs	476
33636	MIR300	microRNA 300	Approved	MIRN300	hsa-mir-300	14q32.31		NR_030582	MIR	MicroRNAs	476
31622	MIR301A	microRNA 301a	Approved	MIRN301, MIRN301A	hsa-mir-301, hsa-mir-301a	17q22		NR_029842	MIR	MicroRNAs	476
33667	MIR301B	microRNA 301b	Approved	MIRN301B	hsa-mir-301b	22q11.21		NR_030622	MIR	MicroRNAs	476
31623	MIR302A	microRNA 302a	Approved	MIRN302, MIRN302A	hsa-mir-302, hsa-mir-302a	4q25		NR_029835	MIR	MicroRNAs	476
31763	MIR302B	microRNA 302b	Approved	MIRN302B	hsa-mir-302b	4q25		NR_029857	MIR	MicroRNAs	476
31764	MIR302C	microRNA 302c	Approved	MIRN302C	hsa-mir-302c	4q25		NR_029858	MIR	MicroRNAs	476
31765	MIR302D	microRNA 302d	Approved	MIRN302D	hsa-mir-302d	4q25		NR_029859	MIR	MicroRNAs	476
35348	MIR302E	microRNA 302e	Approved	MIRN302E	hsa-mir-302e	11p15.4		NR_031683	MIR	MicroRNAs	476
35349	MIR302F	microRNA 302f	Approved	MIRN302F	hsa-mir-302f	18q12.1		NR_031684	MIR	MicroRNAs	476
41652	MIR3064	microRNA 3064	Approved		hsa-mir-3064	17q23.3		NR_039891	MIR	MicroRNAs	476
38234	MIR3065	microRNA 3065	Approved		hsa-mir-3065	17q25.3		NR_036151	MIR	MicroRNAs	476
38268	MIR3074	microRNA 3074	Approved		hsa-mir-3074	9q22.32		NR_036109	MIR	MicroRNAs	476
31624	MIR30A	microRNA 30a	Approved	MIRN30A	hsa-mir-30a	6q13		NR_029504	MIR	MicroRNAs	476
31625	MIR30B	microRNA 30b	Approved	MIRN30B	hsa-mir-30b	8q24.22		NR_029666	MIR	MicroRNAs	476
31626	MIR30C1	microRNA 30c-1	Approved	MIRN30C1	hsa-mir-30c-1	1p34.2		NR_029833	MIR	MicroRNAs	476
31627	MIR30C2	microRNA 30c-2	Approved	MIRN30C2	hsa-mir-30c-2	6q13		NR_029598	MIR	MicroRNAs	476
31628	MIR30D	microRNA 30d	Approved	MIRN30D	hsa-mir-30d	8q24.22		NR_029599	MIR	MicroRNAs	476
31629	MIR30E	microRNA 30e	Approved	MIRN30E	hsa-mir-30e	1p34.2		NR_029846	MIR	MicroRNAs	476
31630	MIR31	microRNA 31	Approved	MIRN31	hsa-mir-31	9p21.3		NR_029505	MIR	MicroRNAs	476
38371	MIR3115	microRNA 3115	Approved		hsa-mir-3115	1p36.12		NR_036057	MIR	MicroRNAs	476
38200	MIR3116-1	microRNA 3116-1	Approved		hsa-mir-3116-1	1p31.3		NR_036058	MIR	MicroRNAs	476
38318	MIR3116-2	microRNA 3116-2	Approved		hsa-mir-3116-2	1p31.3		NR_036059	MIR	MicroRNAs	476
38385	MIR3117	microRNA 3117	Approved		hsa-mir-3117	1p31.3		NR_036060	MIR	MicroRNAs	476
38265	MIR3118-1	microRNA 3118-1	Approved		hsa-mir-3118-1	21q11.2		NR_036061	MIR	MicroRNAs	476
38324	MIR3118-2	microRNA 3118-2	Approved		hsa-mir-3118-2	15q11.2		NR_036062	MIR	MicroRNAs	476
38274	MIR3118-3	microRNA 3118-3	Approved		hsa-mir-3118-3	15q11.2		NR_036063	MIR	MicroRNAs	476
38287	MIR3118-4	microRNA 3118-4	Approved		hsa-mir-3118-4	15q11.2		NR_036134	MIR	MicroRNAs	476
38253	MIR3119-1	microRNA 3119-1	Approved		hsa-mir-3119-1	1q24.2		NR_036064	MIR	MicroRNAs	476
38315	MIR3119-2	microRNA 3119-2	Approved		hsa-mir-3119-2	1q24.2		NR_036065	MIR	MicroRNAs	476
38295	MIR3120	microRNA 3120	Approved		hsa-mir-3120	1q24.3		NR_036066	MIR	MicroRNAs	476
38259	MIR3121	microRNA 3121	Approved		hsa-mir-3121	1q25.3		NR_036067	MIR	MicroRNAs	476
38320	MIR3122	microRNA 3122	Approved		hsa-mir-3122	1q32.3		NR_036068	MIR	MicroRNAs	476
38330	MIR3123	microRNA 3123	Approved		hsa-mir-3123	1q43		NR_036069	MIR	MicroRNAs	476
38262	MIR3124	microRNA 3124	Approved		hsa-mir-3124	1q44		NR_036070	MIR	MicroRNAs	476
38219	MIR3125	microRNA 3125	Approved		hsa-mir-3125	2p24.3		NR_036072	MIR	MicroRNAs	476
38225	MIR3126	microRNA 3126	Approved		hsa-mir-3126	2p13.3		NR_036073	MIR	MicroRNAs	476
38269	MIR3127	microRNA 3127	Approved		hsa-mir-3127	2q11.2		NR_036074	MIR	MicroRNAs	476
38188	MIR3128	microRNA 3128	Approved		hsa-mir-3128	2q31.2		NR_036075	MIR	MicroRNAs	476
38217	MIR3129	microRNA 3129	Approved		hsa-mir-3129	2q32.2		NR_036076	MIR	MicroRNAs	476
38275	MIR3130-1	microRNA 3130-1	Approved	MIR3130-3	hsa-mir-3130-1, hsa-mir-3130-3	2q33.3		NR_036077	MIR	MicroRNAs	476
38363	MIR3130-2	microRNA 3130-2	Approved	MIR3130-4	hsa-mir-3130-2, hsa-mir-3130-4	2q33.3		NR_036078	MIR	MicroRNAs	476
38347	MIR3131	microRNA 3131	Approved		hsa-mir-3131	2q35		NR_036081	MIR	MicroRNAs	476
38373	MIR3132	microRNA 3132	Approved		hsa-mir-3132	2q35		NR_036082	MIR	MicroRNAs	476
38305	MIR3133	microRNA 3133	Approved		hsa-mir-3133	2q37.3		NR_036083	MIR	MicroRNAs	476
38254	MIR3134	microRNA 3134	Approved		hsa-mir-3134	3p25.1		NR_036085	MIR	MicroRNAs	476
38199	MIR3135A	microRNA 3135a	Approved	MIR3135	hsa-mir-3135	3p24.3		NR_036086	MIR	MicroRNAs	476
41783	MIR3135B	microRNA 3135b	Approved		hsa-mir-3135b	6p21.32		NR_039668	MIR	MicroRNAs	476
38340	MIR3136	microRNA 3136	Approved		hsa-mir-3136	3p14.1		NR_036087	MIR	MicroRNAs	476
38263	MIR3137	microRNA 3137	Approved		hsa-mir-3137	3q29		NR_036089	MIR	MicroRNAs	476
38341	MIR3138	microRNA 3138	Approved		hsa-mir-3138	4p16.1		NR_036090	MIR	MicroRNAs	476
38201	MIR3139	microRNA 3139	Approved		hsa-mir-3139	4q31.21		NR_036091	MIR	MicroRNAs	476
38183	MIR3140	microRNA 3140	Approved		hsa-mir-3140	4q31.3		NR_036092	MIR	MicroRNAs	476
38326	MIR3141	microRNA 3141	Approved		hsa-mir-3141	5q33.2		NR_036094	MIR	MicroRNAs	476
38297	MIR3142	microRNA 3142	Approved		hsa-mir-3142	5q33.3		NR_036095	MIR	MicroRNAs	476
38284	MIR3143	microRNA 3143	Approved		hsa-mir-3143	6p22.1		NR_036096	MIR	MicroRNAs	476
38331	MIR3144	microRNA 3144	Approved		hsa-mir-3144	6q22.31		NR_036098	MIR	MicroRNAs	476
38327	MIR3145	microRNA 3145	Approved		hsa-mir-3145	6q24.1		NR_036099	MIR	MicroRNAs	476
38368	MIR3146	microRNA 3146	Approved		hsa-mir-3146	7p21.1		NR_036101	MIR	MicroRNAs	476
38300	MIR3147	microRNA 3147	Approved		hsa-mir-3147	7p11.2		NR_036102	MIR	MicroRNAs	476
38215	MIR3148	microRNA 3148	Approved		hsa-mir-3148	8p12		NR_036104	MIR	MicroRNAs	476
38251	MIR3149	microRNA 3149	Approved		hsa-mir-3149	8q21.13		NR_130460	MIR	MicroRNAs	476
38362	MIR3150A	microRNA 3150a	Approved	MIR3150	hsa-mir-3150, hsa-mir-3150a	8q22.1		NR_036105	MIR	MicroRNAs	476
38938	MIR3150B	microRNA 3150b	Approved		hsa-mir-3150b	8q22.1		NR_037484	MIR	MicroRNAs	476
38266	MIR3151	microRNA 3151	Approved		hsa-mir-3151	8q22.3		NR_036106	MIR	MicroRNAs	476
38379	MIR3152	microRNA 3152	Approved		hsa-mir-3152	9p22.1		NR_036107	MIR	MicroRNAs	476
38289	MIR3153	microRNA 3153	Approved		hsa-mir-3153	9q22.2		NR_036108	MIR	MicroRNAs	476
38176	MIR3154	microRNA 3154	Approved		hsa-mir-3154	9q34.11		NR_036110	MIR	MicroRNAs	476
38245	MIR3155A	microRNA 3155a	Approved	MIR3155	hsa-mir-3155	10p15.1		NR_036111	MIR	MicroRNAs	476
50003	MIR3155B	microRNA 3155b	Approved		hsa-mir-3155b	10p15.1		NR_039698	MIR	MicroRNAs	476
38241	MIR3156-1	microRNA 3156-1	Approved		hsa-mir-3156-1	10q11.21		NR_036112	MIR	MicroRNAs	476
38213	MIR3156-2	microRNA 3156-2	Approved		hsa-mir-3156-2	18p11.21		NR_036153	MIR	MicroRNAs	476
38229	MIR3156-3	microRNA 3156-3	Approved		hsa-mir-3156-3	21q11.2		NR_036164	MIR	MicroRNAs	476
38172	MIR3157	microRNA 3157	Approved		hsa-mir-3157	10q24.1		NR_036113	MIR	MicroRNAs	476
38196	MIR3158-1	microRNA 3158-1	Approved		hsa-mir-3158-1	10q24.32		NR_036114	MIR	MicroRNAs	476
38279	MIR3158-2	microRNA 3158-2	Approved		hsa-mir-3158-2	10q24.32		NR_036115	MIR	MicroRNAs	476
38181	MIR3159	microRNA 3159	Approved		hsa-mir-3159	11p15.1		NR_036116	MIR	MicroRNAs	476
38197	MIR3160-1	microRNA 3160-1	Approved		hsa-mir-3160-1	11p11.2		NR_036117	MIR	MicroRNAs	476
38192	MIR3160-2	microRNA 3160-2	Approved		hsa-mir-3160-2	11p11.2		NR_036118	MIR	MicroRNAs	476
38285	MIR3161	microRNA 3161	Approved		hsa-mir-3161	11p11.2		NR_036119	MIR	MicroRNAs	476
38271	MIR3162	microRNA 3162	Approved		hsa-mir-3162	11q12.1		NR_036120	MIR	MicroRNAs	476
38209	MIR3163	microRNA 3163	Approved		hsa-mir-3163	11q13.2		NR_036121	MIR	MicroRNAs	476
38288	MIR3164	microRNA 3164	Approved		hsa-mir-3164	11q13.3		NR_036122	MIR	MicroRNAs	476
38335	MIR3165	microRNA 3165	Approved		hsa-mir-3165	11q13.4		NR_036123	MIR	MicroRNAs	476
38386	MIR3166	microRNA 3166	Approved		hsa-mir-3166	11q14.2		NR_036124	MIR	MicroRNAs	476
38242	MIR3167	microRNA 3167	Approved		hsa-mir-3167	11q24.2		NR_036126	MIR	MicroRNAs	476
38249	MIR3168	microRNA 3168	Approved		hsa-mir-3168	13q14.11		NR_036127	MIR	MicroRNAs	476
38380	MIR3169	microRNA 3169	Approved		hsa-mir-3169	13q21.2		NR_036128	MIR	MicroRNAs	476
38282	MIR3170	microRNA 3170	Approved		hsa-mir-3170	13q32.2		NR_036129	MIR	MicroRNAs	476
38216	MIR3171	microRNA 3171	Approved		hsa-mir-3171	14q12		NR_130461	MIR	MicroRNAs	476
38174	MIR3173	microRNA 3173	Approved		hsa-mir-3173	14q32.13		NR_036131	MIR	MicroRNAs	476
38264	MIR3174	microRNA 3174	Approved		hsa-mir-3174	15q26.1		NR_036135	MIR	MicroRNAs	476
38299	MIR3175	microRNA 3175	Approved		hsa-mir-3175	15q26.1		NR_036136	MIR	MicroRNAs	476
38345	MIR3176	microRNA 3176	Approved		hsa-mir-3176	16p13.3		NR_036137	MIR	MicroRNAs	476
38364	MIR3177	microRNA 3177	Approved		hsa-mir-3177	16p13.3		NR_036138	MIR	MicroRNAs	476
38381	MIR3178	microRNA 3178	Approved		hsa-mir-3178	16p13.3		NR_036139	MIR	MicroRNAs	476
38353	MIR3179-1	microRNA 3179-1	Approved		hsa-mir-3179-1	16p13.11		NR_036140	MIR	MicroRNAs	476
38325	MIR3179-2	microRNA 3179-2	Approved		hsa-mir-3179-2	16p13.11		NR_036143	MIR	MicroRNAs	476
38214	MIR3179-3	microRNA 3179-3	Approved		hsa-mir-3179-3	16p12.3		NR_036145	MIR	MicroRNAs	476
38382	MIR3180-1	microRNA 3180-1	Approved		hsa-mir-3180-1	16p13.11		NR_036141	MIR	MicroRNAs	476
38343	MIR3180-2	microRNA 3180-2	Approved		hsa-mir-3180-2	16p13.11		NR_036142	MIR	MicroRNAs	476
38239	MIR3180-3	microRNA 3180-3	Approved		hsa-mir-3180-3	16p12.3		NR_036144	MIR	MicroRNAs	476
38920	MIR3180-4	microRNA 3180-4	Approved		hsa-mir-3180-4	16p13.11		NR_037466	MIR	MicroRNAs	476
38969	MIR3180-5	microRNA 3180-5	Approved		hsa-mir-3180-5	16p13.3		NR_037467	MIR	MicroRNAs	476
38378	MIR3181	microRNA 3181	Approved		hsa-mir-3181	16q12.1		NR_130462	MIR	MicroRNAs	476
38317	MIR3182	microRNA 3182	Approved		hsa-mir-3182	16q23.3		NR_036147	MIR	MicroRNAs	476
38237	MIR3183	microRNA 3183	Approved		hsa-mir-3183	17p13.3		NR_036148	MIR	MicroRNAs	476
